;;;;;;;;;;;;;;;;;;;;;top1;bottom1;strato1;top2;bottom2;strato2;top3;bottom3;strato3;top4;bottom4;strato4;top5;bottom5;strato5;top6;bottom6;strato6;top7;bottom7;strato7;;;;;;
16.077411;38.427269;176275;Calabria;REGGIO DI CALABRIA;CINQUEFRONDI;107;1990;6;5;2;60;10;100;7;ND;ND;ND;ND;20;40;0;3;TERRENO VEGETALE;3;12;SABBIONE E GHIAIA;12;45;SABBIA FINA E LIMO;45;70;ARGILLA E SABBIA;70;107;ARGILLA E ACQUA;;;;;;;;;;;;
16.022961;38.58005;175892;Calabria;VIBO VALENTIA;SAN CALOGERO;90;1993;6;5;1;70;10;ND;ND;ND;ND;ND;ND;55;70;0;4;TERRENO AGRARIO;4;50;ARENARIA COMPATTA;50;70;GRANITO COMPATTO;70;80;GRANITO IN DISFACIMENTO;80;90;CONGLOMERATI;;;;;;;;;;;;
16.007131;38.5581;175898;Calabria;VIBO VALENTIA;SAN CALOGERO;102;1992;6;5.5;2;58;2;88;3;ND;ND;ND;ND;25;60;0;2;TERRENO AGRARIO;2;25;ARGILLA;25;58;SABBIA;58;62;ARENARIA;62;88;ARGILLA;88;102;CALCARE;;;;;;;;;
16.066019;38.424489;176589;Calabria;REGGIO DI CALABRIA;POLISTENA;100;1992;5;4;2;0;40;80;20;ND;ND;ND;ND;12;29;0;1.5;HUMUS E TERRENO VEGETALE;1.5;8.5;ROCCIA VIVA;8.5;40;PIETRISCO E SABBIA;40;80;ARGILLA COMPATTA;80;100;ARGILLA LIMOSA E FALDA ACQUIFERA;;;;;;;;;;;;
15.966289;38.526711;175786;Calabria;VIBO VALENTIA;NICOTERA;95;1992;ND;ND;1;82;5;ND;ND;ND;ND;ND;ND;ND;ND;0;1;TERRENO VEGETALE;1;45;SABBIA DI COLORE GIALLASTRO;45;80;ARGILLA COMPATTA;80;82;ROCCIA FORMATA DA DETRITI ARROTONDATI;82;87;SABBIA E GHIAIA [FALDA ACQUIFERA];87;95;ARGILLA COMPATTA;;;;;;;;;
16.058631;38.577772;16770;Calabria;VIBO VALENTIA;MILETO;318;2005;3;2;1;280;10;ND;ND;ND;ND;276;312;80;87;0;0.8;TERRENO VEGETALE LIMOSO-ARGILLOSO DI COLORE ROSSO MATTONE;0.8;40;SABBIE GROSSOLANE BEN COSTIPATE, DI COLORE BRUNO CHIARO CON OCCASIONALI INTERCALAZIONI LIMOSE;40;60;SABBIE ARGILLOSE GRIGIO SCURE IN MATRICE LIMOSA;60;275;ARGILLE GRIGIO-AZZURRE CON OCCASIONALI LENTI LIMOSE E CONCREZIONI NERASTRE;275;318;SABBIE GROSSOLANE A CARATTERE LAPIDEO FRATTURATE E ALTERATE;;;;;;;;;;;;
15.9649;38.592261;175818;Calabria;VIBO VALENTIA;ROMBIOLO;130;2000;5;2.5;1;100;30;ND;ND;ND;ND;70;130;70;90;0;5;TERRENO VEGETALE;5;20;CALCAREE;20;130;ROCCIA GRANITICA;;;;;;;;;;;;;;;;;;
16.012969;38.429489;177007;Calabria;REGGIO DI CALABRIA;RIZZICONI;110;1992;12;12;1;80;30;ND;ND;ND;ND;ND;ND;30;35;0;3;TERRENO VEGETALE;3;40;SABBIONE;40;80;ARGILLA;80;110;SABBIA E GHIAIA;;;;;;;;;;;;;;;
15.9413;38.437819;176422;Calabria;REGGIO DI CALABRIA;GIOIA TAURO;41;1994;3;3;2;25;1;26;9;ND;ND;25;37;25.37;ND;0;3;SABBIA ROSSASTRA;3;8;SABBIA CON GHIAIA;8;25;SABBIA ROSSASTRA;25;26;CIOTTOLI E GHIAIA;26;35;SABBIA FINE ADDENSATA;35;41;SABBIA FINE;;;;;;;;;
15.960739;38.5506;175580;Calabria;VIBO VALENTIA;LIMBADI;118;1991;5;5;1;70;5;ND;ND;ND;ND;ND;ND;70;80;0;10;TERRENO;10;15;ROCCIA;15;118;GRANITO;;;;;;;;;;;;;;;;;;
15.969069;38.532819;175795;Calabria;VIBO VALENTIA;NICOTERA;105;1993;ND;ND;2;50;3;70;5;ND;ND;50;86;55;70;0;1;TERRENO VEGETALE;1;45;ROCCIA IN DISFACIMENTO;45;105;GRANITO;;;;;;;;;;;;;;;;;;
16.064631;38.4231;176792;Calabria;REGGIO DI CALABRIA;POLISTENA;70;1990;6;5;1;0;70;ND;ND;ND;ND;ND;ND;20;30;0;5;TERRENO UMIFERO;5;20;ROCCIA VIVA;20;35;SABBIA;35;50;FANGO E ARGILLA;50;70;CRETONE ED ACQUA;;;;;;;;;;;;
16.005156;38.508883;16547;Calabria;REGGIO DI CALABRIA;CANDIDONI;125;ND;3.5;1.5;1;75;50;ND;ND;ND;ND;75;125;2.85;ND;0;50;SABBIA LIMOSA;50;60;SABBIA;60;125;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
15.951292;38.387444;16723;Calabria;REGGIO DI CALABRIA;TAURIANOVA;40;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;ND;ND;27;ND;0;1.5;TERRENO HUMICO ELUVIALE. COLORE BRUNO ROSSASTRO;1.5;25;GHIAIE CON SABBIE. COLORE ROSSASTRO;25;40;SABBIE MEDIE. COLORE GIALLO ROSSASTRO;;;;;;;;;;;;;;;;;;
16.064081;38.402269;176630;Calabria;REGGIO DI CALABRIA;POLISTENA;80;1992;5;4;1;0;80;ND;ND;ND;ND;ND;ND;30;40;0;2;TERRENO VEGETALE;2;20;PIETRAME SILICIO;20;60;SABBIONE E GHIAIA;60;80;ARGILLA E LIMO E FALDA ACQUIFERA;;;;;;;;;;;;;;;
16.012131;38.555319;175879;Calabria;VIBO VALENTIA;SAN CALOGERO;134;1994;12;10;1;80;54;ND;ND;ND;ND;ND;ND;40;40;0;2;TERRENO VEGETALE;2;80;ARGILLA;80;134;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
16.010189;38.416431;176885;Calabria;REGGIO DI CALABRIA;RIZZICONI;56;ND;ND;ND;1;48;0;ND;ND;ND;ND;ND;ND;ND;ND;0;10;TERRENO SILICEO UMIFERO;10;40;TERRENO TENDENTE AL CRETOSO;40;56;TERRENO GHIAIOSO CON FALDA ACQUIFERA;;;;;;;;;;;;;;;;;;
15.945589;38.413461;16562;Calabria;REGGIO DI CALABRIA;GIOIA TAURO;50;ND;10;9;1;32;16;ND;ND;ND;ND;ND;ND;30;31;0;1.5;TERRENO VEGETALE;1.5;50;SABBIA E GHIAIA;50;50;ARGILLE;;;;;;;;;;;;;;;;;;
16.0513;38.370881;177103;Calabria;REGGIO DI CALABRIA;TAURIANOVA;137.5;1993;25;16.667;3;30.5;24.5;85;5;105;5;ND;ND;50;70;0;7.5;TERRENO VEGETALE;7.5;30.5;CIOTTOLI CON SABBIA;30.5;55;SABBIA PIU ACQUA;55;64.5;TUFO;64.5;80;SABBIA;80;85;TUFO;85;100;SABBIA PIETRIFICATA;100;105;ARGILLA;105;137.5;SABBIA PIETRIFICATA
15.983519;38.420319;176926;Calabria;REGGIO DI CALABRIA;RIZZICONI;50;1987;ND;ND;1;30;0;ND;ND;ND;ND;ND;ND;25;26;0;50;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;;;;;;;
16.012969;38.411431;176297;Calabria;REGGIO DI CALABRIA;CITTANOVA;60;1994;5;ND;2;21;9;45;15;ND;ND;ND;ND;25;30;0;3;TERRENO VEGETALE;3;35;PIETRISCO;35;50;SABBIA ACQUIFERA;50;60;SABBIA ARGILLOSA;;;;;;;;;;;;;;;
15.984631;38.525881;175570;Calabria;VIBO VALENTIA;LIMBADI;155;2001;4.5;3.5;1;130;25;ND;ND;ND;ND;130;155;40;80;0;50;STRATO AGRARIO PIU SABBIA;50;130;ARGILLA;130;155;ARENARIA;;;;;;;;;;;;;;;;;;
15.932961;38.454769;176435;Calabria;REGGIO DI CALABRIA;GIOIA TAURO;50;1991;15;900;1;30;20;ND;ND;ND;ND;ND;ND;30;31;0;2;TERRENO VEGETALE;2;30;SABBIONE;30;50;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
15.959081;38.394769;176825;Calabria;REGGIO DI CALABRIA;RIZZICONI;50;1990;14;840;1;25;25;ND;ND;ND;ND;ND;ND;22;22;0;3;TERRENO VEGETALE;3;25;SABBIA;25;50;SABBIA E FALDA ACQUIFERA;;;;;;;;;;;;;;;;;;
16.0438;38.4256;176380;Calabria;REGGIO DI CALABRIA;MELICUCCO;83;1988;7;6;1;0;83;ND;ND;ND;ND;ND;ND;15;30;0;1;HUMUS E TERRENO VEGETALE;1;5;GHIAIA E CIOTTOLAME;5;9;SABBIA GROSSA E FINE;9;17;ROCCIA GRANITICA;17;83;ARGILLA COMPATTA CALCAREA;;;;;;;;;;;;
16.014081;38.432539;176832;Calabria;REGGIO DI CALABRIA;RIZZICONI;102;1993;8;ND;2;35;12;77;25;ND;ND;ND;ND;ND;ND;0;6;TERRENO VEGETALE;6;30;MATERIALE ARGILLOSO;30;48;SABBIA E PIETRISCO;48;75;MATERIALE ARGILLOSO;75;102;STRATO SABBIOSO;;;;;;;;;;;;
15.945147;38.369056;16712;Calabria;REGGIO DI CALABRIA;TAURIANOVA;180;ND;10;7.5;2;35;35;120;38;ND;ND;ND;ND;25;28.5;0;4;TERRENO VEGETALE;4;35;LIMO ARGILLOSO;35;70;GHIAIA E SABBIA;70;95;LIMO SABBIOSO;95;120;ARGILLA;120;148;ARENARIA;148;180;ARGILLA;;;;;;
16.0488;38.41755;176686;Calabria;REGGIO DI CALABRIA;POLISTENA;95;1990;7;6;1;0;95;ND;ND;ND;ND;ND;ND;1;20;0;1;HUMUS E TERRENO VEGETALE;1;7;CIOTTOLAME E GHIAIA;7;20;PIETRAME DI NATURA VARIA;20;95;ARGILLA COMPATTA;;;;;;;;;;;;;;;
16.2163;38.518939;153928;Calabria;VIBO VALENTIA;ACQUARO;125;2003;2;1.8;2;5;7;58;67;ND;ND;65;125;64;105;0;1;SUOLO AGRARIO;1;15;DEPOSITO CPNGLOMERATICO-SABBIOSO DI COLORE ROSSASTRO;15;105;GRANITO FRATTURATO ED ALTERATO CON INTRUSIONI QUARZOSE;105;125;GRANITO LITOIDE CON INTRUSIONI QUARZOSE;;;;;;;;;;;;;;;
15.981861;38.398381;177067;Calabria;REGGIO DI CALABRIA;TAURIANOVA;60;1993;8;ND;2;29;1;45;15;ND;ND;ND;ND;35;45;0;2;TERRENO VEGETALE;2;28;MATERIALE ARGILLOSO;28;32;PIETRISCO E SABBIA;32;44;MATERIALE ARGILLOSO;44;60;PIETRISCO E SABBIA;;;;;;;;;;;;
15.997689;38.412539;176891;Calabria;REGGIO DI CALABRIA;RIZZICONI;50;1988;15;15;0;ND;ND;ND;ND;ND;ND;ND;ND;20;20;0;10;TERRENO VEGETALE;10;50;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;;;;
15.952497;38.424831;16680;Calabria;REGGIO DI CALABRIA;RIZZICONI;50;ND;5.6;5;1;30;10;ND;ND;ND;ND;ND;ND;29;30;0;1.5;TERRENO VEGETALE;1.5;40;SABBIA E GHIAIA;40;50;ARGILLE;;;;;;;;;;;;;;;;;;
15.873239;38.408931;176545;Calabria;REGGIO DI CALABRIA;PALMI;20;1984;16;ND;1;8;12;ND;ND;ND;ND;8;20;7;12;0;3;SABBIA QUARZOSA MONOGRANULARE;3;20;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;;;;
15.988511;38.602269;175830;Calabria;VIBO VALENTIA;ROMBIOLO;75;1992;240;220;3;40;5;50;5;60;5;40;60;30;55;0;3;TERRA;3;25;TUFO;25;40;GRANITO COMPATTO;40;65;GRANITO SPACCATO;65;75;GRANITO COMPATTO;;;;;;;;;;;;
15.976861;38.395319;176861;Calabria;REGGIO DI CALABRIA;RIZZICONI;54;1993;5;ND;2;18;2;35;5;ND;ND;ND;ND;16;32;0;18;TERRENO ARGILLOSO;18;28;PIETRISCO;28;40;SABBIA;40;54;SABBIA E ARGILLA;;;;;;;;;;;;;;;
16.07185;38.57005;175758;Calabria;VIBO VALENTIA;MILETO;170;1994;1.16;1.16;2;145;1;155;15;ND;ND;ND;ND;120;150;0;10;TERRENO VEGETALE;10;90;SABBIA E GHIAIA;90;160;ARGILLA GRIGIA;160;170;SABBIE GROSSOLANE;;;;;;;;;;;;;;;
16.062969;38.416989;176599;Calabria;REGGIO DI CALABRIA;POLISTENA;108;1993;6;5;2;0;30;30;78;ND;ND;ND;ND;20;30;0;1.5;HUMUS E TERRENO VEGETALE;1.5;30;PIETRAME VARIO;30;55;DESCRIZIONE STRATIGRAFICA ASSENTE;55;90;ARGILLA COMPATTA;90;108;ARGILLA LIMOSA E ACQUA;;;;;;;;;;;;
15.957961;38.44865;176456;Calabria;REGGIO DI CALABRIA;GIOIA TAURO;50;1989;12;720;1;20;30;ND;ND;ND;ND;ND;ND;20;25;0;3;TERRENO VEGETALE;3;20;SABBIONE;20;50;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
16.02935;38.482831;176364;Calabria;REGGIO DI CALABRIA;LAUREANA DI BORRELLO;160;1992;6;5;2;0;15;110;50;ND;ND;ND;ND;40;65;0;2;HUMUS E TERRENO VEGETALE;2;40;ARGILLA CALCAREA;40;70;ARENARIA;70;110;ARGILLA COMPATTA;110;160;ARGILLA LIMOSA E FALDA ACQUIFERA;;;;;;;;;;;;
16.037131;38.571431;175843;Calabria;VIBO VALENTIA;SAN CALOGERO;105;1995;8.5;5;1;65;1;ND;ND;ND;ND;ND;ND;80;85;0;2;TERRENO VEGETALE;2;65;ARGILLA; SABBIA PIU ACQUA;65;70;ARGILLA;70;105;CALCARE;;;;;;;;;;;;;;
16.09325;38.381439;177040;Calabria;REGGIO DI CALABRIA;SAN GIORGIO MORGETO;220;2000;ND;ND;4;84;0;170;0;190;0;200;0;ND;ND;ND;ND;0;32;SABBIA;32;80;SABBIA GROSSOLANA;80;81;ARGILLA;81;120;SABBIA;120;125;ARGILLA;125;150;SABBIA;150;220;SABBIA CON INTERCALAZIONI ARGILLOSE;;;;
16.084958;38.391633;16694;Calabria;REGGIO DI CALABRIA;SAN GIORGIO MORGETO;86;2008;10;10;2;50;10;70;16;ND;ND;50;86;25;36;0;1;TERRENO VEGETALE;1;25;SABBIA - GHIAIA;25;50;ARGILLA;50;60;SABBIA CON ACQUA;60;70;ARGILLA;70;86;ARENARIA CON ACQUA;;;;;;;;;
15.94935;38.438381;176445;Calabria;REGGIO DI CALABRIA;GIOIA TAURO;52;1990;13.33;ND;2;8;4;25;25;ND;ND;ND;ND;28;36;0;3;SABBIA;3;8;SABBIA E GHIAIA;8;20;SILT ARGILLOSO;20;52;SABBIA GHIAIOSA CON CIOTTOLI;;;;;;;;;;;;;;;
16.029069;38.589489;175911;Calabria;VIBO VALENTIA;SAN CALOGERO;130;1996;5;3;3;65;5;90;10;110;16;70;130;40;60;0;1;TERRENO VEGETALE;1;20;ARGILLA;20;70;MISTO SABBIA E ARGILLA;70;90;ARGILLA;90;130;MISTO SABBIA E ARGILLA;;;;;;;;;;;;
15.919911;38.403369;176416;Calabria;REGGIO DI CALABRIA;GIOIA TAURO;80;1992;12;720;1;60;20;ND;ND;ND;ND;ND;ND;38;39;0;2;TERRENO VEGETALE;2;36;GHIAIA;36;60;ARGILLA;60;80;SABBIA E GHIAIA;;;;;;;;;;;;;;;
16.0263;38.4481;176989;Calabria;REGGIO DI CALABRIA;ROSARNO;80;1987;15;ND;1;60;0;ND;ND;ND;ND;60;80;50;52;0;80;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;;;;;;;
16.054361;38.42505;176590;Calabria;REGGIO DI CALABRIA;POLISTENA;94;1992;4;3;2;0;25;30;64;ND;ND;ND;ND;25;40;0;3;HUMUS E TERRENO AGRARIO;3;15;ARGILLA E SABBIA;15;45;CIOTTOLAME;45;70;ARGILLA COMPATTA;70;94;LIMO E SABBIA ACQUIFERA;;;;;;;;;;;;
15.984081;38.359489;177090;Calabria;REGGIO DI CALABRIA;TAURIANOVA;60;1991;12;720;1;32;28;ND;ND;ND;ND;ND;ND;32;35;0;2;TERRENO VEGETALE;2;32;SABBIONE;32;60;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
16.048519;38.442831;176369;Calabria;REGGIO DI CALABRIA;MELICUCCO;90;1991;6;5;1;0;90;ND;ND;ND;ND;ND;ND;20;30;0;1;HUMUS;1;5;GHIAIA E CIOTTOLAME;5;10;SABBIA GROSSA E FINE;10;20;ROCCIA GRANITICA;20;90;ARGILLA CRETONATA COMPATTA;;;;;;;;;;;;
16.007161;38.408878;16685;Calabria;REGGIO DI CALABRIA;RIZZICONI;45;2008;4;2.95;1;29;11;ND;ND;ND;ND;ND;ND;22;31;0;2;TERRENO VEGETALE;2;17;LIMO ARGILLOSO;17;29;ARGILLA;29;40;SABBIA E GHIAIA;40;45;LIMO ARGILLOSO;;;;;;;;;;;;
15.955181;38.56115;175819;Calabria;VIBO VALENTIA;NICOTERA;72;1997;2;ND;2;40;2;62;4;ND;ND;62;66;38;55;0;5;STRATO SUPERFICIALE;5;30;SABBIA E GHIAIA ROSSASTRA CON CIOTTOLI;30;72;ROCCIA GRANITICA E GRANODIORITICA;;;;;;;;;;;;;;;;;;
16.01185;38.554769;175852;Calabria;VIBO VALENTIA;SAN CALOGERO;110;1993;6;5;2;68;10;98;2;ND;ND;ND;ND;50;70;0;2;TERRENO AGRARIO;2;68;ARGILLA;68;78;CALCARE E GRANITI;78;100;ARENARIE;100;100;ARGILLA;;;;;;;;;;;;
15.985469;38.39005;177184;Calabria;REGGIO DI CALABRIA;TAURIANOVA;45;1994;ND;3;0;ND;ND;ND;ND;ND;ND;ND;ND;22;30;0;24;MATERIALE ARGILLOSO;24;45;GHIAIA E SABBIA;;;;;;;;;;;;;;;;;;;;;
16.062681;38.581989;175747;Calabria;VIBO VALENTIA;MILETO;100;1991;2;2;2;39;3;48;2;ND;ND;ND;ND;50;70;0;2;TERRENO VEGETALE;2;30;ARGILLA;30;100;ARENARIA;;;;;;;;;;;;;;;;;;
15.925158;38.418675;16565;Calabria;REGGIO DI CALABRIA;GIOIA TAURO;46;ND;4;3;0;ND;ND;ND;ND;ND;ND;ND;ND;26;29;0;3;TERRENO PEDOGENETICO SUPERFICIALE DI COPERTURA.;3;46;DEPOSITI CONTINENTALI CONGLOMERATICI, SABBIOSI CON INTERCALAZIONI LIMOSE DI COLORE ROSSASTRO ED ORIGINE ALLUVIONALE. PRESENTANO PERMEABILITA ELEVATA.;;;;;;;;;;;;;;;;;;;;;
16.0188;38.455881;176978;Calabria;REGGIO DI CALABRIA;ROSARNO;130;1990;20;15;2;70;25;104;20;ND;ND;ND;ND;14;21;0;3.5;TERRENO VEGETALE;3.5;38;SABBIA ASCIUTTA;38;70;ARGILLA BIANCA;70;95;GHIAIA CON ACQUA;95;104;ARGILLA BLU;104;124;PIETRE CON ACQUA;124;130;ARGILLA;;;;;;
15.942131;38.552539;175810;Calabria;VIBO VALENTIA;NICOTERA;110;1995;0.8;0.6;1;90;5;ND;ND;ND;ND;ND;ND;70;100;0;3;TERRENO AGRARIO;3;27;CONGLOMERATI E SABBIA;27;110;GRANITO IN DISFACIMENTO;;;;;;;;;;;;;;;;;;
16.00575;38.416711;176899;Calabria;REGGIO DI CALABRIA;RIZZICONI;50;1990;15;900;1;30;20;ND;ND;ND;ND;ND;ND;17;20;0;3;TERRENO VEGETALE;3;30;SABBIONE;30;50;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
16.0863;38.401161;176634;Calabria;REGGIO DI CALABRIA;POLISTENA;100;1991;7;6;1;0;80;ND;ND;ND;ND;ND;ND;20;40;0;2;HUMUS;2;23;SABBIA E GHIAIA;23;60;LIMO E SABBIONE;60;80;ARGILLA E SABBIA;80;100;ARGILLA E FALDA ACQUIFERA;;;;;;;;;;;;
15.988519;38.428381;176879;Calabria;REGGIO DI CALABRIA;RIZZICONI;40;1988;25;900;1;16;14;ND;ND;ND;ND;ND;ND;18;21;0;11;SABBIA;11;24;SABBIONE;24;40;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
16.074639;38.391439;177011;Calabria;REGGIO DI CALABRIA;SAN GIORGIO MORGETO;150;1993;15;13;2;0;25;140;10;ND;ND;ND;ND;2;15;0;1.5;HUMUS E TERRENO VEGETALE;1.5;8;CIOTTOLAME E PIETRISCO;8;35;ROCCIA GRANITICA;35;90;ARGILLA COMPATTA;90;150;SABBIA FINE E ACQUA;;;;;;;;;;;;
15.97935;38.555319;175650;Calabria;VIBO VALENTIA;LIMBADI;140;1991;10;8;1;105;10;ND;ND;ND;ND;0;140;100;110;0;10;TERRENO VEGETALE;10;50;CALCARE;50;90;SABBIA;90;140;GRANITO;;;;;;;;;;;;;;;
15.949911;38.382261;177104;Calabria;REGGIO DI CALABRIA;TAURIANOVA;110;1990;9;540;1;75;35;ND;ND;ND;ND;ND;ND;3;10;0;3;TERRENO VEGETALE;3;75;SABBIONE;75;110;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
16.063519;38.408381;176787;Calabria;REGGIO DI CALABRIA;POLISTENA;110;1988;0.2;0.167;2;0;30;31;79;ND;ND;ND;ND;20;40;0;1;HUMUS E TERRENO VEGETALE;1;4;SABBIA;4;7;SABBIA GROSSA E FINE;7;11;ROCCIA GRANITICA;11;110;ARGILLA COMPATTA;;;;;;;;;;;;
16.0513;38.413939;176538;Calabria;REGGIO DI CALABRIA;POLISTENA;90;1992;6;5;2;0;45;45;45;ND;ND;ND;ND;20;30;0;3;HUMUS E TERRENO VEGETALE;3;15;ROCCIA;15;35;PIETRISCO E SABBIA;35;60;ARGILLA COMPATTA;60;90;ARGILLA SILTOSA E FALDA ACQUIFERA;;;;;;;;;;;;
16.041581;38.435881;176329;Calabria;REGGIO DI CALABRIA;CITTANOVA;65;1992;3;2;2;0;17;40;25;ND;ND;ND;ND;17;25;0;2;HUMUS DI TERRENO VEGETALE;2;28;ROCCIA;28;40;BRECCIA E SABBIA;40;52;ARGILLA COMPATTA;52;65;LIMO E FALDA ACQUIFERA;;;;;;;;;;;;
16.074081;38.41005;176578;Calabria;REGGIO DI CALABRIA;POLISTENA;96;1990;12;10;1;0;96;ND;ND;ND;ND;ND;ND;44;52;0;2;TERRENO UMIFERO;2;38;TERRENO DI ORIGINE ALLUVIONALE;38;57;SABBIA IMMERSA NELL'ACQUA;57;96;ARGILLA COMPATTA;;;;;;;;;;;;;;;
15.959069;38.575039;175631;Calabria;VIBO VALENTIA;LIMBADI;100;1992;6;5;2;50;5;75;13;ND;ND;ND;ND;40;55;0;85;ARGILLA;85;100;ARENARIA COMPATTA CON ARGILLA;;;;;;;;;;;;;;;;;;;;;
15.989631;38.416161;176827;Calabria;REGGIO DI CALABRIA;RIZZICONI;65;1995;10;ND;2;18;7;50;15;ND;ND;ND;ND;12;45;0;12;TERRENO VEGETALE;12;25;PIETRISCO E SABBIA;25;50;MATERIALE ARGILLOSO;50;65;SABBIA E PIETRISCO;;;;;;;;;;;;;;;
16.039911;38.416989;176646;Calabria;REGGIO DI CALABRIA;POLISTENA;100;1997;15;15;1;60;40;ND;ND;ND;ND;ND;ND;11;20;0;2;TERRENO VEGETALE;2;35;GHIAIA SABBIOSA;35;60;ARGILLOSA;60;100;SABBIA GHIAIA ACQUA;;;;;;;;;;;;;;;
16.04935;38.46255;176382;Calabria;REGGIO DI CALABRIA;FEROLETO DELLA CHIESA;78;1991;15;8;2;8;22;63;10;ND;ND;ND;ND;7;9.2;0;4;TERRENO VEGETALE;4;32;GHIAIA CON ACQUA;32;63;ARGILLA GRIGIA;63;73;GHIAIA CON ACQUA;73;78;ARGILLA GRIGIA;;;;;;;;;;;;
15.990189;38.379761;177129;Calabria;REGGIO DI CALABRIA;TAURIANOVA;60;1989;15;15;1;45;15;ND;ND;ND;ND;ND;ND;45;45;0;3;VEGETALE;3;45;SABBIONE;45;60;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
16.066019;38.407269;176689;Calabria;REGGIO DI CALABRIA;POLISTENA;100;1990;8;6;1;0;100;ND;ND;ND;ND;ND;ND;15;30;0;1;HUMUS E TERRENO VEGETALE;1;5;GHIAIA E CIOTTOLAME;5;9;SABBIA GROSSA E FINA;9;17;ROCCIA GRANITICA;17;100;ARGILLA CRETONATA COMPATTA;;;;;;;;;;;;
16.009361;38.43365;176894;Calabria;REGGIO DI CALABRIA;RIZZICONI;102;1992;12;ND;3;20;5;40;12;80;22;ND;ND;44;55;0;2;TERRENO VEGETALE;2;20;STRATO SABBIOSO E ARGILLA;20;50;PIETRISCO E SABBIA;50;102;STRATO SABBIOSO;;;;;;;;;;;;;;;
15.987167;38.544389;16767;Calabria;VIBO VALENTIA;LIMBADI;180;ND;2.63;1.4;2;16;18;160;18;ND;ND;130;178;160;164.3;0;5;SABBIA LIMOSA;5;120;SABBIE ARGILLOSE;120;178;SABBIE A GRANULOMETRIA MEDIO-GROSSA;178;180;SABBIE ED ARGILLE;;;;;;;;;;;;;;;
15.97825;38.392269;177070;Calabria;REGGIO DI CALABRIA;TAURIANOVA;56;1993;5;ND;3;26;4;35;8;50;6;ND;ND;20;36;0;20;STRATO ARGILLOSO;20;30;PIETRISCO;30;43;SABBIA;43;56;SABBIA E ARGILLA;;;;;;;;;;;;;;;
16.000586;38.395139;16715;Calabria;REGGIO DI CALABRIA;TAURIANOVA;55;ND;ND;3;1;39;0;ND;ND;ND;ND;36;55;37;45;0;2.5;TERRENO VEGETALE;2.5;36;CONGLOMERATI SABBIOSI E SABBIE;36;55;SABBIE E ARGILLE SILTOSE;;;;;;;;;;;;;;;;;;
16.052131;38.419489;176673;Calabria;REGGIO DI CALABRIA;POLISTENA;117;1990;6;5;1;0;117;ND;ND;ND;ND;ND;ND;25;40;0;1;HUMUS E TERRENO VEGETALE;1;6;CIOTTOLAME E GHIAIA;6;25;PIETRAME GROSSOLANA;25;40;ARENARIA;40;117;ARGILLA COMPATTA;;;;;;;;;;;;
