;;;;;;;;;;;;;;;;;;;;;top1;bottom1;strato1;top2;bottom2;strato2;top3;bottom3;strato3;top4;bottom4;strato4;top5;bottom5;strato5;top6;bottom6;strato6;top7;bottom7;strato7;;;;;;
16.03935;38.587819;175964;Calabria;VIBO VALENTIA;SAN CALOGERO;112;1991;ND;ND;1;94;0;ND;ND;ND;ND;ND;ND;70;100;0;3;TERRENO VEGETALE;3;43;CALCARE;43;94;ARGILLA;94;112;SABBIA;;;;;;;;;;;;;;;
16.033511;38.586989;175905;Calabria;VIBO VALENTIA;SAN CALOGERO;120;1996;5;4;3;60;5;80;10;100;15;70;120;40;60;0;1;TERRENO VEGETALE;1;15;ARGILLA;15;60;MISTO SABBIA E ARGILLA;60;80;ARGILLA;80;120;MISTO SABBIA E ARGILLA;;;;;;;;;;;;
16.084;38.391739;16695;Calabria;REGGIO DI CALABRIA;SAN GIORGIO MORGETO;87;2008;2.5;2.5;1;55;32;ND;ND;ND;ND;55;87;24;30;0;2;TERRENO VEGETALE;2;20;SABBIA - GHIAIA;20;30;SABBIA - LIMO;30;55;ARGILLA;55;87;SABBIA ARENARIA CON ACQUA;;;;;;;;;;;;
16.034081;38.43755;176337;Calabria;REGGIO DI CALABRIA;CITTANOVA;91;1990;15;13;0;ND;ND;ND;ND;ND;ND;ND;ND;15;26;0;2.5;TERRENO VEGETALE;2.5;12;PIETRA DI FIUME;12;40;ARGILLA BIANCA;40;82;SABBIA CON ARENARIA ED ACQUA;82;91;ARGILLA BLU;;;;;;;;;;;;
15.975189;38.467269;176954;Calabria;REGGIO DI CALABRIA;ROSARNO;52;1989;15;900;1;26;26;ND;ND;ND;ND;ND;ND;26;33;0;13;TERRENO VEGETALE;13;21;ARGILLA;21;52;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
15.976019;38.549211;175678;Calabria;VIBO VALENTIA;LIMBADI;80;1997;6;6;1;70;0;ND;ND;ND;ND;70;80;55;65;0;5;TERRENO VEGETALE;5;30;CALCARE;30;40;ARGILLA;40;80;GRANITO;;;;;;;;;;;;;;;
16.035189;38.445319;177044;Calabria;REGGIO DI CALABRIA;ROSARNO;74;1991;15.55;700;1;49;0;ND;ND;ND;ND;ND;ND;9;18;0;3.5;TERRENO VEGETALE;3.5;21;STRATI SABBIOSI DIVERSI;21;28;STRATO ARGILLOSO;28;70;STRATO ROCCIOSO CON ACQUA;70;74;STRATO ARGILLOSO;;;;;;;;;;;;
16.316569;38.578389;153937;Calabria;VIBO VALENTIA;SERRA SAN BRUNO;44;2003;2;1.7;1;25;19;ND;ND;ND;ND;20;44;6;28;0;18;GRANITO DEGRADATO ED ALTERATO;18;44;GRANITO FRATTURATO CONINTRUSIONI DI FILONI DI QUARZO;;;;;;;;;;;;;;;;;;;;;
16.039631;38.5681;175834;Calabria;VIBO VALENTIA;SAN CALOGERO;110;1995;2.5;2;1;95;5;ND;ND;ND;ND;74;110;70;85;0;5;HUMUS;5;18;TUFO BIANCO;18;60;ARGILLA;60;110;ROCCIA FESSURATA;;;;;;;;;;;;;;;
15.981083;38.396969;16720;Calabria;REGGIO DI CALABRIA;TAURIANOVA;52;ND;11;10;1;32;12;ND;ND;ND;ND;ND;ND;30;31;0;4;TERRENO VEGETALE;4;44;SABBIA E GHIAIA;44;52;ARGILLE;;;;;;;;;;;;;;;;;;
16.013519;38.4031;176852;Calabria;REGGIO DI CALABRIA;RIZZICONI;70;1991;7;6;1;0;70;ND;ND;ND;ND;40;70;19;20;0;1;HUMUS;1;6;CIOTTOLAME E GHIAIA;6;25;PETRAME;25;40;ARENARIA;40;70;ARGILLA COMPATTA;;;;;;;;;;;;
15.943142;38.467097;16691;Calabria;REGGIO DI CALABRIA;ROSARNO;45;2008;4;2.8;1;21;19;ND;ND;ND;ND;ND;ND;18;20;0;3;TERRENO VEGETALE;3;13;SABBIA;13;18;SABBIA CON GHIAIA;18;21;LIMO;21;40;SABBIA GROSSOLANA;40;45;LIMO ARGILLOSO;;;;;;;;;
15.996581;38.41365;176882;Calabria;REGGIO DI CALABRIA;RIZZICONI;62;1990;15;900;1;30;32;ND;ND;ND;ND;ND;ND;30;30;0;15;SABBIONE;15;30;GHIAIA;30;62;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
15.948789;38.5531;175824;Calabria;VIBO VALENTIA;NICOTERA;180;1995;6;ND;2;50;10;170;10;ND;ND;120;180;140;155;0;64;ARGILLA SILTOSA GRIGIA;64;180;GRANITO BIOTITICO;;;;;;;;;;;;;;;;;;;;;
16.027411;38.44005;176950;Calabria;REGGIO DI CALABRIA;ROSARNO;130;1991;12;720;1;80;50;ND;ND;ND;ND;ND;ND;18;21;0;3;TERRENO VEGETALE;3;35;GHIAIA;35;80;SABBIA;80;130;SABBIA E GHIAIA;;;;;;;;;;;;;;;
15.926344;38.570336;16774;Calabria;VIBO VALENTIA;NICOTERA;50;ND;3;1.5;2;22;3;38;8;ND;ND;20;50;18;22;0;10;SABBIE GHIAIOSO-LIMOSE-UMIFICATE DI COLORE GIALLASTRO;10;50;ROCCIA CRISTALLINA DI TIPO MICACEO, RICCA IN BIOTITE E MUSCOVITE, FRATTURATA E DEGRADATA  A 45 ML VIENE INTERCETTATA UNA COPIOSA FALDA ACQUIFERA;;;;;;;;;;;;;;;;;;;;;
16.020189;38.4481;176982;Calabria;REGGIO DI CALABRIA;ROSARNO;85;1988;15;12;1;0;85;ND;ND;ND;ND;45;55;45;45;0;85;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;;;;;;;
16.047411;38.419219;176597;Calabria;REGGIO DI CALABRIA;POLISTENA;100;1998;6;5;2;0;40;41;59;ND;ND;ND;ND;10;25;0;1.5;TERRENO VEGETALE;1.5;7;CIOTTOLAME E PIETRA;7;40;PIETRISCO E GHIAIA;40;70;SABBIA FINE;70;100;ARGILLA COMPATTA;100;100;FALDA ACQUIFERA;;;;;;;;;
15.957961;38.44865;176454;Calabria;REGGIO DI CALABRIA;GIOIA TAURO;50;1991;11;660;1;32;18;ND;ND;ND;ND;ND;ND;32;37;0;3;TERRENO VEGETALE;3;32;GHIAIA;32;50;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
15.944361;38.367539;177173;Calabria;REGGIO DI CALABRIA;TAURIANOVA;185;1997;10;10;1;130;55;ND;ND;ND;ND;ND;ND;60;65;0;2;VEGETALE;2;50;ALLUVIONALE;50;100;ARGILLOSO;100;170;ARENARIA;170;185;ARGILLOSO;;;;;;;;;;;;
15.974264;38.439467;177028;Calabria;REGGIO DI CALABRIA;RIZZICONI;65;1994;6;5;2;16;0;60;5;ND;ND;45;65;54;60;0;16;STRATO SABBIOSO;16;26;ARGILLA;26;40;SABBIA;40;50;PIETRISCO;50;65;SABBIA E BRECCIO;;;;;;;;;;;;
15.919361;38.408369;176419;Calabria;REGGIO DI CALABRIA;GIOIA TAURO;70;1992;15;9;1;50;0;ND;ND;ND;ND;ND;ND;35;35;0;3;TERRENO VEGETALE;3;50;SABBIONE;50;70;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
16.211414;38.602233;16800;Calabria;VIBO VALENTIA;SORIANO CALABRO;60;ND;ND;ND;1;15;0;ND;ND;ND;ND;15;54;ND;ND;0;2;TERRENO VEGETALE ARGILLOSO.;2;12;ARGILLA DEBOLMENTE SABBIOSA DI COLORE GRIGIO.;12;22;SABBIA DEBOLMENTE ARGILLOSA DI COLORE GIALLASTRO.;22;24.5;ARENARIA FRATTURATA DI COLORE GIALLASTRO, CON INTERSTRATIFICAZIONI DI SABBIA A GRANULOMETRIA FINE.;24.5;30;ARGILLA DEBOLMENTE SABBIOSA DI COLORE GRIGIO.;30;32;ARENARIA FRATTURATA DI COLORE GIALLASTRO.;32;50;SABBIA LIMOSA A GRANULOMETRIA MEDIO - FINE DI COLORE GIALLASTRO.;50;53;ARENARIA FRATTURATA DI COLORE GIALLASTRO, CON INTERSTRATIFICAZIONI DI SABBIA A GRANULOMETRIA FINE.;53;60;ARGILLA SOVRACONSOLIDATA DI COLORE GRIGIO.
16.039081;38.404211;176316;Calabria;REGGIO DI CALABRIA;CITTANOVA;117;1990;6;5;2;0;35;36;81;ND;ND;ND;ND;25;35;0;1;TERRENO VEGETALE;1;7;CIOTTOLAME E GHIAIA;7;20;PIETRAME DI NATURA VARIA;20;35;GHIAIA E SABBIA FINA;35;117;ARGILLA COMPATTA;;;;;;;;;;;;
16.0124;38.5881;175814;Calabria;VIBO VALENTIA;ROMBIOLO;100;1994;3;2.5;2;65;5;90;4;ND;ND;ND;ND;44;62;0;3;TERRENO AGRARIO;3;65;ARGILLA;65;70;ALTERNANZA DI GRANITO IN DISFACIMENTO CON MATERIALE CALCAREO;70;90;ARGILLA E CONGLOMERATI;90;100;GRANITO IN DISFACIMENTO;;;;;;;;;;;;
15.954069;38.539489;175783;Calabria;VIBO VALENTIA;NICOTERA;30;1995;16.667;16.667;3;12;3;16;2;19;11;ND;ND;15;22;0;3;TERRENO VEGETALE;3;12;TERRENO SCIOLTO;12;14;ARGILLA;14;18;GHIAIONE;18;30;SABBIA;;;;;;;;;;;;
15.903511;38.60365;176025;Calabria;VIBO VALENTIA;SPILINGA;150;1997;2;1.5;1;65;70;ND;ND;ND;ND;65;135;8;49.5;0;10;SABBIE CON INTERCALAZIONI LIMOSO-ARGILLOSE;10;46;GRANITI COMPLETAMENTE ALTERATI;46;65;GRANITI ALTAMENTE ALTERATI;65;98;GRANITI MODERATAMENTE ALTERATI. ZONE CON INTENSA FRATTURAZIONE;98;135;GRANITI DEBOLMENTE ALTERATI. RESISTENZA ALLA PERFORAZIONE ELEVATA PRESENZA DI ZONE CON INTENSA FRATTURAZIONE. ZONA ACQUIFERA;135;150;GRANITI INTEGRI;;;;;;;;;
16.007969;38.369211;177213;Calabria;REGGIO DI CALABRIA;TAURIANOVA;90;1992;15;15;1;60;30;ND;ND;ND;ND;ND;ND;35;38;0;10;VEGETALE;10;60;SABBIOSO;60;90;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
16.041861;38.424211;176584;Calabria;REGGIO DI CALABRIA;POLISTENA;80;1987;5;5;1;0;80;ND;ND;ND;ND;40;60;10;25;0;1;HUMUS E TERRENO VEGETALE;1;4;SABBIA;4;7;SABBIA GROSSA E GHIAIA;7;11;ROCCIA GRANITICA;11;80;ARGILLA COMPATTA;;;;;;;;;;;;
16.08575;38.40005;176614;Calabria;REGGIO DI CALABRIA;POLISTENA;60;1990;3;2;2;30;10;57;3;ND;ND;ND;ND;15;30;0;1.5;TERRENO VEGETALE;1.5;9;GHIAIA E CIOTTOLAME;9;40;SABBIA FINE E ACQUA;40;60;ARGILLA COMPATTA;60;60;FALDA ACQUIFERA;;;;;;;;;;;;
15.988814;38.502119;16545;Calabria;REGGIO DI CALABRIA;CANDIDONI;31;ND;ND;16.6;0;ND;ND;ND;ND;ND;ND;ND;ND;3;3.15;0;2;STRATO DI ALTERAZIONE SUPERFICIALE;2;31;LIVELLI SABBIOSI E SABBIOSO-GHIAIOSI CON CIOTTOLI AD ELEVATA COMPONENTE LIMOSO-ARGILLOSA;;;;;;;;;;;;;;;;;;;;;
16.011289;38.548931;175888;Calabria;VIBO VALENTIA;SAN CALOGERO;100;1992;7;7;2;26;2;50;2;ND;ND;ND;ND;16;26;0;1;TERRENO VEGETALE;1;50;ARGILLA MISTA;50;100;DEPOSITI CALCARI;;;;;;;;;;;;;;;;;;
16.034361;38.432831;176298;Calabria;REGGIO DI CALABRIA;CITTANOVA;100;1995;6;5;1;40;60;ND;ND;ND;ND;ND;ND;18;30;0;1;HUMUS E TERRENO VEGETALE;1;7;TERRENO INERTE;7;40;PIETRISCO E SABBIA;40;80;SABBIA FINE;80;100;ARGILLA COMPATTA;;;;;;;;;;;;
16.017411;38.440881;177015;Calabria;REGGIO DI CALABRIA;ROSARNO;70;1993;9.5;500;2;10;30;50;18;ND;ND;ND;ND;40;42;0;10;TERRENO VEGETALE;10;40;GHIAIA CON ACQUA;40;50;ARGILLA;50;68;GHIAIA CON ACQUA;68;70;ARGILLA;;;;;;;;;;;;
16.03685;38.577819;175876;Calabria;VIBO VALENTIA;SAN CALOGERO;100;1992;4;4;2;60;5;68;2;ND;ND;ND;ND;60;70;0;1;TERRENO VEGETALE;1;80;ARGILLA MISTA;80;100;GRANITO;;;;;;;;;;;;;;;;;;
16.0163;38.440319;176965;Calabria;REGGIO DI CALABRIA;ROSARNO;93;1990;15;15;1;60;33;ND;ND;ND;ND;ND;ND;40;52;0;30;SABBIA E PIETRISCO;30;60;ARGILLA;60;93;SABBIA CON FALDE DI ACQUA;;;;;;;;;;;;;;;;;;
16.012131;38.546439;175838;Calabria;VIBO VALENTIA;SAN CALOGERO;121;1992;8;7;1;106;6;ND;ND;ND;ND;ND;ND;40;70;0;3;TERRA;3;12;SABBIONE COMPATTO;12;70;SABBIONE ARGILLOSO;70;85;PIETRA BIANCA;85;106;ARGILLA;106;112;SABBIA ARENARIA;112;121;ROCCIA CALCAREA;;;;;;
16.02075;38.4206;176325;Calabria;REGGIO DI CALABRIA;CITTANOVA;70;1990;7;7;1;0;70;ND;ND;ND;ND;ND;ND;10;20;0;1;HUMUS;1;4;CIOTTOLAME E GHIAIA;4;25;PIETRAME GROSSOLANO;25;40;ARENARIA;40;70;ARGILLA COMPATTA;;;;;;;;;;;;
15.992589;38.573667;16764;Calabria;VIBO VALENTIA;LIMBADI;140;2008;0.5;0.5;1;120;15;ND;ND;ND;ND;100;135;60;125;0;4;TERRENO VEGETALE;4;40;ARGILLE;40;135;SABBIA CEMENTATA;135;140;ROCCIA CRISTALLINA;;;;;;;;;;;;;;;
15.9899;38.556161;175654;Calabria;VIBO VALENTIA;LIMBADI;98;1992;10;10;2;32;3;75;5;ND;ND;ND;ND;75;85;0;1;TERRENO VEGETALE;1;30;ARGILLA;30;41;SABBIA;41;98;ROCCIA CALCAREA;;;;;;;;;;;;;;;
16.020181;38.580881;175952;Calabria;VIBO VALENTIA;SAN CALOGERO;146;2002;1;1;2;70;5;90;4;ND;ND;ND;ND;10;30;0;2;TERRENO VEGETALE;2;100;ARGILLA SILTOSA;100;146;CALCARE EVAPORITICO;;;;;;;;;;;;;;;;;;
15.998822;38.599222;16793;Calabria;VIBO VALENTIA;ROMBIOLO;120;ND;1.5;1;2;40;2;115;3;ND;ND;80;115;38;40;0;5;TERRENO VEGETALE MARRONE SCURO, SABBIOSO - LIMOSO;5;30;CALCARE LIMOSO CON LIVELLI SABBIOSI, FRATTURATO;30;45;ARGILLE AZZURRE CON LENTI SABBIOSO - GHIAIOSE;45;105;CALCARE LIMOSO BIANCASTRO COMPATTO;105;120;GRANITO FRATTURATO;;;;;;;;;;;;
16.007969;38.409769;176889;Calabria;REGGIO DI CALABRIA;RIZZICONI;50;1990;15;900;1;20;30;ND;ND;ND;ND;ND;ND;20;20;0;3;TERRENO VEGETALE;3;20;GHIAIA;20;50;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
16.063519;38.34865;153905;Calabria;REGGIO DI CALABRIA;CITTANOVA;100;2004;ND;1;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;2;TERRENO VEGETALE;2;25;LIMI E ARGILLE CON GHIAIE;25;55;GHIAIE E SABBIE;55;70;SABBIONE GRANITICO;70;100;SUBSTRATO ROCCIOSO;;;;;;;;;;;;
15.957961;38.461431;176941;Calabria;REGGIO DI CALABRIA;ROSARNO;65;1993;12.5;750;1;35;30;ND;ND;ND;ND;ND;ND;32;39;0;2;TERRENO VEGETALE;2;35;TERRENO SABBIOSO;35;65;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
15.998239;38.546989;175577;Calabria;VIBO VALENTIA;LIMBADI;154;2000;11;2;1;120;20;ND;ND;ND;ND;100;154;110;130;0;5;TERRENO VEGETALE;5;90;ARGILLA;90;100;ROCCIA DURA;100;154;ROCCIA MORBIDA;;;;;;;;;;;;;;;
16.0163;38.408931;176347;Calabria;REGGIO DI CALABRIA;CITTANOVA;50;1993;10;10;1;25;25;ND;ND;ND;ND;ND;ND;25;25;0;2;VEGETALE;2;15;SABBIA;15;25;GHIAIA;25;50;SABBIA E GHIAIA;;;;;;;;;;;;;;;
16.044081;38.422819;176534;Calabria;REGGIO DI CALABRIA;POLISTENA;96;1992;5;4;1;90;6;ND;ND;ND;ND;ND;ND;12;21;0;2;HUMUS E TERRENO VEGETALE;2;37;PIETRA DURA;37;55;SABBIA E PIETRISCO;55;69;ARGILLA COMPATTA;69;96;ARGILLA LIMOSA E FALDA ACQUIFERA;;;;;;;;;;;;
15.990469;38.438931;176830;Calabria;REGGIO DI CALABRIA;RIZZICONI;60;1993;7;ND;3;24;4;40;5;55;5;ND;ND;20;40;0;2;TERRENO VEGETALE;2;18;TERRENO SABBIOSO;18;30;SABBIA - CIOTTOLI;30;40;MATERIALE ARGILLOSO;40;60;SABBIA - CIOTTOLI;;;;;;;;;;;;
16.132681;38.586719;175518;Calabria;VIBO VALENTIA;FRANCICA;80;1998;1.5;1;1;68;4;ND;ND;ND;ND;ND;ND;40;65;0;4;TERRENO AGRARIO;4;25;ARENARIA COMPATTA;25;68;GRANITO IN DISFACIMENTO;68;72;GRANITO COMPATTO;72;80;CONGLOMERATI E FALDE DI GRANITO;;;;;;;;;;;;
15.98685;38.548381;175620;Calabria;VIBO VALENTIA;LIMBADI;190;1992;3.33;3;1;170;20;ND;ND;ND;ND;ND;ND;160;170;0;4;TERRENO VEGETALE;4;147;ARGILLA;147;175;GRANITO COMPATTO;175;190;GRANITO IN DISFACIMENTO;;;;;;;;;;;;;;;
16.017681;38.566989;175848;Calabria;VIBO VALENTIA;SAN CALOGERO;160;1994;2.5;2;1;150;5;ND;ND;ND;ND;100;160;100;140;0;5;HUMUS;5;90;ARGILLA;90;115;GRANITO;115;160;GRANITO FESSURATO;;;;;;;;;;;;;;;
16.057411;38.4081;176681;Calabria;REGGIO DI CALABRIA;POLISTENA;80;1990;6;5;1;0;80;ND;ND;ND;ND;ND;ND;1;20;0;1;TERRENO VEGETALE;1;6;CIOTTOLAME E GHIAIA;6;20;PIETRAME DI NATURA VARIA;20;80;ARGILLA COMPATTA;;;;;;;;;;;;;;;
16.068531;38.423939;176650;Calabria;REGGIO DI CALABRIA;POLISTENA;95;1997;5;4;2;0;40;50;45;ND;ND;ND;ND;20;32;0;2;TERRENO VEGETALE;2;7;TERRENO INERTE;7;15;TERRENO ROCCIOSO;15;35;TERRENO SABBIOSO;35;95;ARGILLA COMPATTA;95;95;FALDA ACQUIFERA;;;;;;;;;
16.03435;38.487269;176358;Calabria;REGGIO DI CALABRIA;LAUREANA DI BORRELLO;272;1991;13;10.833;1;212;56;ND;ND;ND;ND;ND;ND;54;60;0;30;TERRENO VEGETALE;30;80;GHIAIA;80;101;SABBIA;101;212;ARGILLA GRIGIA;212;268;GHIAIA CON ACQUA;268;272;ARGILLA BLU;;;;;;;;;
15.959631;38.440039;176846;Calabria;REGGIO DI CALABRIA;RIZZICONI;52;1991;15;15;1;26;26;ND;ND;ND;ND;ND;ND;26;26;0;2;VEGETALE;2;26;SABBIONE;26;52;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
16.042969;38.420881;176606;Calabria;REGGIO DI CALABRIA;POLISTENA;101;1992;6;5;1;0;90;ND;ND;ND;ND;ND;ND;20;33;0;2;HUMUS E TERRENO VEGETALE;2;35;SABBIA E PIETRISCO;35;60;DESCRIZIONE STRATIGRAFICA ASSENTE;60;78;ARGILLA COMPATTA;78;101;ARGILLA LIMOSA E FALDA ACQUIFERA;;;;;;;;;;;;
15.984631;38.526431;175683;Calabria;VIBO VALENTIA;LIMBADI;280;1990;ND;ND;2;90;10;280;0;ND;ND;ND;ND;280;ND;0;10;DEPOSITI CONTINENTALI ROSSASTRI;10;60;ARGILLE SILTOSE;60;100;SABBIE QUARZOSE MONOGRANULARI;100;270;ARGILLA;270;280;SABBIA GROSSOLANA;;;;;;;;;;;;
15.968239;38.442539;176884;Calabria;REGGIO DI CALABRIA;RIZZICONI;55;1990;13;780;1;40;15;ND;ND;ND;ND;ND;ND;42;42;0;15;SABBIONE;15;30;GHIAIA;30;42;ARGILLA;42;55;SABBIA E GHIAIA;;;;;;;;;;;;;;;
15.979819;38.467622;16693;Calabria;REGGIO DI CALABRIA;ROSARNO;50;ND;ND;ND;1;24;0;ND;ND;ND;ND;20;50;18;25;0;2.5;TERRENO VEGETALE;2.5;29;SABBIA LIMOSA CON GHIAIA;29;40;LIVELLI DI SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
16.028519;38.5281;176228;Calabria;REGGIO DI CALABRIA;CANDIDONI;132;1993;33;25;3;70;0.2;100;0.4;122;0.2;ND;ND;0;20;0;1;TERRENO VEGETALE;1;40;ARGILLA E PETRISCO;40;80;CIOTTOLAME DETRITICO;80;132;MISTO ARGILLA SABBIA;;;;;;;;;;;;;;;
15.972131;38.542261;175615;Calabria;VIBO VALENTIA;LIMBADI;307;1993;5.5;4.5;1;280;15;ND;ND;ND;ND;259;307;160;275;0;2;HUMUS;2;85;GNEISS;85;265;GRANITI COMPATTI;265;307;GRANITI FESSURATI;;;;;;;;;;;;;;;
16.036581;38.440881;176339;Calabria;REGGIO DI CALABRIA;CITTANOVA;98;1992;8;6;2;15;5;90;8;ND;ND;68;98;60;80;0;15;STRATO DI NATURA SILICEA FINO AL SABBIOSO;15;20;SABBIA E BRECCIO;20;60;LIMO BIANCO A STRUTTURA MOLTO FINE;60;80;ARGILLA COMPATTA;80;98;SABBIA E BRECCIO FALDA ACQUIFERA;;;;;;;;;;;;
15.97825;38.394489;177083;Calabria;REGGIO DI CALABRIA;TAURIANOVA;62;1989;20;900;1;30;32;ND;ND;ND;ND;ND;ND;20;30;0;3;TERRENO VEGETALE;3;30;SABBIONE;30;62;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;
15.975461;38.553381;175667;Calabria;VIBO VALENTIA;LIMBADI;115;1993;4;4;2;65;5;80;35;ND;ND;ND;ND;70;85;0;16;TERRENO VEGETALE;16;71;CALCARE;71;80;ARGILLA;80;115;SABBIONE;;;;;;;;;;;;;;;
16.056581;38.412831;176586;Calabria;REGGIO DI CALABRIA;POLISTENA;105;1988;3;3;2;15;15;31;74;ND;ND;ND;ND;30;60;0;2;HUMUS E TERRENO VEGETALE;2;10;SABBIA GROSSA E FINA;10;12;ROCCIA GRANITICA;12;105;ARGILLA COMPATTA;;;;;;;;;;;;;;;
15.999631;38.5606;175900;Calabria;VIBO VALENTIA;SAN CALOGERO;120;1996;3;2;3;60;5;70;10;90;20;60;120;40;60;0;1;TERRENO VEGETALE;1;20;ARGILLA;20;70;MISTO SABBIA E ARGILLA;70;90;ARGILLA;90;120;MISTO SABBIA E ARGILLA;;;;;;;;;;;;
16.091569;38.585331;175751;Calabria;VIBO VALENTIA;MILETO;180;1992;10;10;3;105;5;140;5;170;5;90;180;40;60;0;1;TERRENO VEGETALE;1;15;ARGILLA;15;80;MISTO SABBIA - ARGILLA;80;110;ARGILLA;110;180;MISTO SABBIA - ARGILLA;;;;;;;;;;;;
16.049631;38.438381;176374;Calabria;REGGIO DI CALABRIA;MELICUCCO;120;1991;13.28;10;2;70;10;105;14;ND;ND;ND;ND;50;57;0;3.5;TERRENO VEGETALE;3.5;38;SABBIA ASCIUTTA;38;70;ARGILLA BIANCA;70;95;GHIAIA CON ACQUA;95;104;ARGILLA BLU;104;120;PIETRA CON ACQUA;;;;;;;;;
15.974639;38.49965;16546;Calabria;REGGIO DI CALABRIA;CANDIDONI;45;ND;ND;8.33;0;ND;ND;ND;ND;ND;ND;ND;ND;5;5.4;0;1.8;STRATO DI ALTERAZIONE SUPERFICIALE;1.8;45;LIVELLI SABBIOSI E SABBIOSO GHIAIOSI CON ELEVATA COMPONENTE SILTOSO-ARGILLOSA;;;;;;;;;;;;;;;;;;;;;
15.979361;38.397539;176823;Calabria;REGGIO DI CALABRIA;RIZZICONI;60;1992;10;10;1;25;35;ND;ND;ND;ND;ND;ND;20;36;0;2;TERRENO VEGETALE;2;8;SABBIONE;8;25;GHIAIA;25;60;SABBIA E GHIAIA;;;;;;;;;;;;;;;
15.988519;38.566431;175596;Calabria;VIBO VALENTIA;LIMBADI;160;1996;14;14;3;80;10;100;20;130;20;90;160;80;90;0;1;TERRENO VEGETALE;1;15;ARGILLA;15;80;MISTO SABBIA ARGILLA;80;120;ARGILLA;120;160;MISTO SABBIA ARGILLA;;;;;;;;;;;;
16.004911;38.534769;175860;Calabria;VIBO VALENTIA;SAN CALOGERO;110;1993;7;6.5;1;85;10;ND;ND;ND;ND;74;110;65;85;0;5;HUMUS;5;110;GRANITO;;;;;;;;;;;;;;;;;;;;;
15.91555;38.436394;16563;Calabria;REGGIO DI CALABRIA;GIOIA TAURO;35;ND;ND;1;1;27;8;ND;ND;ND;ND;ND;ND;ND;ND;0;1.4;TERRENO VEGETALE;1.4;35;SABBIA E GHIAIA;;;;;;;;;;;;;;;;;;;;;
16.023239;38.554769;175873;Calabria;VIBO VALENTIA;SAN CALOGERO;100;1995;13;13;2;65;2;80;2;ND;ND;ND;ND;50;60;0;1;TERRENO VEGETALE;1;60;ARGILLA;60;100;GRANITO;;;;;;;;;;;;;;;;;;
15.9974;38.578931;175655;Calabria;VIBO VALENTIA;LIMBADI;92;1992;4;2;2;50;5;75;13;ND;ND;ND;ND;50;85;0;4;TERRENO AGRARIO;4;40;CALCARE E SABBIA;40;85;GRANITO COMPATTO;85;92;CONGLOMERATI E SABBIA;;;;;;;;;;;;;;;
15.982969;38.3931;177195;Calabria;REGGIO DI CALABRIA;TAURIANOVA;50;1991;10;ND;1;36;14;ND;ND;ND;ND;ND;ND;28;40;0;1.5;TERRENO VEGETALE;1.5;20;STRATO ARGILLOSO;20;30;PIETRISCO E SABBIA;30;50;STRATO SABBIOSO;;;;;;;;;;;;;;;
